,imagename,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
7739,1346a_num1.png,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2
7740,1344c_num4.png,2,2,2,2,2,2,2,2,1,4,2,3,4,2,2
7741,1343a_num4.png,1,2,3,3,2,2,1,1,1,2,2,2,2,1,2
7742,0618b_num4.png,2,1,2,2,2,2,1,1,1,2,2,1,4,2,2
7743,1443c_num3.png,2,3,1,1,2,2,2,1,2,3,1,3,4,1,1
7744,0392a_num4.png,1,2,1,1,2,2,2,2,1,3,2,3,3,1,1
7745,0908c_num2.png,1,2,3,3,2,2,2,1,1,2,2,2,1,2,2
7746,0933c_num2.png,1,2,1,1,2,2,3,1,1,4,2,3,1,1,2
7747,0145a_num1.png,1,3,3,3,2,1,2,1,1,4,2,2,2,1,1
7748,1086c_num1.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
7749,0312a_num1.png,2,3,2,2,2,1,4,2,1,2,2,2,2,1,2
7750,0709a_num4.png,1,1,3,3,2,2,1,1,1,1,2,2,1,1,1
7751,1380a_num6.png,1,1,1,2,2,2,3,1,2,2,1,2,2,1,1
7752,0321b_num4.png,2,3,2,2,2,2,3,1,1,2,2,2,4,2,2
7753,0042a_num1.png,2,3,1,1,2,2,2,2,1,1,1,1,1,1,1
7754,0132a_num3.png,2,3,2,1,2,2,1,1,1,1,1,2,2,1,1
7755,1109c_num4.png,2,2,1,1,2,1,1,1,1,1,1,3,4,1,1
7756,0128b_num5.png,2,3,1,1,2,2,2,1,1,2,1,2,4,1,1
7757,1354c_num1.png,1,1,2,2,2,2,3,1,1,1,2,2,4,1,2
7758,1188c_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
7759,1200a_num2.png,2,3,1,3,2,1,1,1,1,1,1,2,2,1,1
7760,1495c_num2.png,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1
7761,1397b_num2.png,2,1,1,1,2,2,3,2,1,1,1,2,1,1,1
7762,0938a_num1.png,1,1,3,3,2,2,2,1,1,2,2,3,1,2,2
7763,0441c_num1.png,1,2,2,2,2,2,1,2,1,4,2,2,2,2,2
7764,0947a_num5.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
7765,0479b_num2.png,1,1,2,2,2,1,1,2,1,4,1,2,2,1,1
7766,1058b_num3.png,1,2,3,3,2,2,4,2,1,2,2,2,2,2,2
7767,0211a_num2.png,2,3,1,1,2,1,1,1,1,1,2,3,1,1,2
7768,0707a_num4.png,2,3,1,1,2,2,3,2,1,1,1,3,4,1,1
7769,1026c_num5.png,2,3,1,1,2,2,2,1,1,2,1,1,2,1,1
7770,0293b_num5.png,2,3,3,3,2,2,1,1,1,1,2,2,1,1,2
7771,0338a_num6.png,1,2,2,2,2,2,4,1,1,2,2,3,2,2,2
7772,0699a_num6.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
7773,0104b_num1.png,1,2,3,2,2,2,2,1,1,2,2,3,2,1,2
7774,1425c_num1.png,1,2,3,3,2,2,2,1,1,2,2,3,1,2,1
7775,1358b_num5.png,1,2,3,3,2,2,2,2,1,2,2,3,3,2,2
7776,0888c_num1.png,2,2,1,1,2,2,4,1,1,1,1,2,2,1,1
7777,0300b_num1.png,2,2,1,1,2,2,2,1,1,1,2,3,4,1,2
7778,0604c_num2.png,2,3,1,1,2,2,4,1,1,1,1,3,4,1,1
7779,0838c_num5.png,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2
7780,1442a_num1.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,1
7781,0437c_num3.png,1,1,3,3,2,2,2,1,1,2,2,2,3,1,2
7782,0305b_num1.png,2,3,3,3,2,1,4,2,1,4,2,3,3,1,1
7783,0152a_num4.png,1,2,2,2,2,2,2,1,1,4,2,2,4,2,2
7784,1036b_num2.png,2,2,2,2,2,2,2,1,1,4,1,3,3,2,2
7785,1373a_num2.png,2,1,1,1,2,2,3,1,1,2,2,2,2,1,1
7786,0606b_num4.png,1,2,3,3,2,2,2,2,1,2,2,2,3,2,2
7787,1149c_num3.png,2,2,2,1,2,2,3,1,1,2,2,3,1,1,2
7788,0590c_num1.png,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2
7789,1488c_num3.png,2,2,1,1,2,2,3,1,1,2,2,3,4,1,2
7790,0894c_num4.png,1,2,3,3,2,2,2,1,1,4,2,2,4,1,2
7791,1230b_num2.png,2,1,2,1,2,2,3,1,1,2,2,2,4,2,2
7792,1137a_num1.png,2,2,1,2,2,2,2,1,1,4,2,3,3,2,2
7793,0221a_num1.png,2,2,2,3,2,1,1,1,1,1,2,1,3,1,1
7794,0441b_num2.png,2,3,3,3,2,2,1,1,1,4,2,3,1,2,2
7795,0204b_num1.png,2,3,3,2,2,1,3,2,1,4,1,3,1,1,1
7796,0454c_num1.png,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1
7797,0333a_num2.png,2,2,1,1,2,2,2,1,1,2,1,3,2,1,1
7798,1381bb_num1.png,2,1,2,2,2,2,1,1,1,4,2,2,2,2,2
7799,1509c_num1.png,1,3,2,2,2,1,4,1,1,4,2,2,1,1,2
7800,0897c_num1.png,1,1,2,2,2,2,2,1,1,1,1,3,2,1,1
7801,0715c_num4.png,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2
7802,1154c_num2.png,2,1,1,2,2,2,2,1,1,2,1,3,2,1,1
7803,0155b_num4.png,2,1,1,2,2,1,1,1,1,4,2,2,2,2,2
7804,1330a_num5.png,2,1,2,2,2,2,1,1,1,4,1,3,2,1,1
7805,1513b_num4.png,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2
7806,0422b_num1.png,2,1,1,1,2,2,1,1,1,2,2,3,4,2,2
7807,0645c_num2.png,2,1,1,1,2,2,4,1,1,1,1,3,4,1,1
7808,0986c_num2.png,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1
7809,0961a_num4.png,2,1,1,2,2,2,2,1,1,2,2,3,1,1,1
7810,1142b_num1.png,1,2,1,1,2,2,2,1,1,4,1,2,1,1,1
7811,0790c_num3.png,2,1,2,2,2,1,1,1,1,2,2,3,4,2,2
7812,0026b_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
7813,1427a_num2.png,2,1,2,2,2,1,1,1,1,4,2,2,2,2,2
7814,0625a_num4.png,2,1,1,1,2,2,2,1,1,4,2,2,3,2,2
7815,0387c_num5.png,2,2,2,2,2,1,1,1,1,4,2,3,4,2,2
7816,1033b_num2.png,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1
7817,0339b_num2.png,1,1,3,3,2,1,1,1,1,2,2,2,1,1,2
7818,0260b_num4.png,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2
7819,1199c_num2.png,2,1,2,3,2,1,4,1,1,2,2,2,1,2,2
7820,0622b_num1.png,2,1,3,3,2,1,1,1,1,2,2,2,1,1,2
7821,0156c_num3.png,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2
7822,0680c_num1.png,2,1,2,2,2,2,1,1,1,3,2,3,4,2,2
7823,1235a_num5.png,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2
7824,0489a_num4.png,2,1,1,1,2,2,1,1,1,2,2,3,4,1,2
7825,0512b_num4.png,2,1,1,2,2,2,1,1,1,4,2,2,1,1,2
7826,1253b_num3.png,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2
7827,1269b_num3.png,2,3,3,2,2,1,1,1,1,4,2,2,1,1,1
7828,1475b_num3.png,2,1,1,1,2,2,2,1,1,2,2,2,3,2,2
7829,0672a_num3.png,2,1,1,1,2,2,1,1,1,1,1,3,4,1,1
7830,0330c_num2.png,1,1,3,3,2,2,1,1,1,2,2,2,2,1,2
7831,0562c_num1.png,2,1,2,2,2,2,2,2,1,2,1,3,4,1,1
7832,0908c_num4.png,1,1,3,3,2,2,1,1,1,2,2,2,2,2,2
7833,1128c_num3.png,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2
7834,0661c_num1.png,2,1,2,1,2,2,2,1,2,2,1,2,3,1,2
7835,1345b_num3.png,1,2,3,2,2,2,1,1,1,3,2,3,1,2,2
7836,0118b_num1.png,2,3,2,2,2,1,1,1,1,1,1,3,2,1,1
7837,0698c_num1.png,1,3,2,2,2,1,1,1,1,1,2,2,1,1,2
7838,0579cc_num1.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,1
7839,0751c_num2.png,2,2,1,2,2,2,1,1,2,2,2,3,2,1,2
7840,0611c_num1.png,2,2,1,1,2,1,1,2,1,2,1,3,1,1,2
7841,1079b_num3.png,2,3,2,2,2,1,4,1,1,2,2,2,1,1,2
7842,1402b_num3.png,2,2,2,2,2,2,1,1,1,3,2,2,2,1,2
7843,0936b_num2.png,1,1,2,2,2,2,1,1,1,2,1,3,4,1,1
7844,0638b_num4.png,2,1,3,2,2,2,1,2,1,4,2,3,1,1,2
7845,0561b_num2.png,2,1,1,1,2,2,2,1,1,2,2,3,3,1,1
7846,0221b_num3.png,2,3,1,1,2,1,1,1,1,4,2,2,1,1,1
7847,0414a_num3.png,2,2,1,1,2,2,3,1,2,2,2,3,3,1,1
7848,0850b_num3.png,2,2,1,2,2,2,1,1,1,4,2,1,2,1,1
7849,1551b_num4.png,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2
7850,0004c_num4.png,2,3,1,1,2,2,1,1,1,1,1,3,2,1,1
7851,0225b_num4.png,2,2,1,2,2,2,1,1,1,4,2,3,2,1,1
7852,0854b_num4.png,2,2,1,2,2,2,2,1,1,2,2,2,3,1,1
7853,1199b_num2.png,2,1,3,3,2,2,1,1,1,3,2,2,2,1,2
7854,1111a_num4.png,2,2,2,2,2,1,1,1,1,4,2,2,1,1,1
7855,0976c_num1.png,2,2,3,2,2,2,2,2,1,2,1,3,1,1,1
7856,1445b_num1.png,2,2,2,1,2,2,1,2,1,2,2,2,3,2,2
7857,0241a_num3.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
7858,0609c_num1.png,1,2,2,1,2,2,3,1,1,2,2,2,2,1,1
7859,0335b_num3.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,1
7860,0722c_num2.png,2,2,1,1,2,2,3,1,1,2,2,2,3,1,1
7861,0216c_num5.png,2,2,3,3,2,1,1,1,1,3,2,2,1,2,2
7862,0292b_num3.png,1,3,1,1,2,1,1,1,1,4,2,1,1,1,1
7863,0617a_num3.png,1,2,1,1,2,2,2,1,1,2,1,3,3,1,2
7864,0008a_num1.png,1,3,2,2,2,1,1,1,1,1,2,3,2,1,2
7865,1448a_num6.png,2,3,1,1,2,2,1,2,1,2,1,2,2,1,1
7866,0481a_num2.png,2,2,2,2,2,2,1,1,1,2,1,2,3,1,1
7867,0017b_num3.png,1,3,3,3,2,1,1,1,1,4,2,1,1,1,1
7868,1363c_num4.png,1,1,3,3,2,2,2,1,1,2,2,2,3,2,1
7869,1378a_num3.png,2,1,1,1,2,2,2,1,1,2,2,3,2,1,2
7870,1166b_num6.png,1,3,3,2,2,1,1,2,1,4,2,2,1,1,1
7871,0238b_num1.png,1,1,3,3,2,2,1,1,1,4,2,2,4,2,2
7872,0481c_num2.png,2,1,2,2,2,2,1,1,1,2,1,2,3,1,1
7873,1067b_num4.png,2,1,2,2,2,2,1,1,2,4,2,2,3,2,2
7874,0832b_num1.png,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2
7875,0003a_num3.png,1,1,3,3,2,2,2,1,1,2,1,3,2,1,2
7876,0117c_num2.png,1,1,3,3,2,1,1,1,1,2,2,2,1,2,2
7877,1162b_num2.png,2,3,1,1,2,2,1,1,1,2,1,2,2,1,1
7878,0608a_num3.png,2,3,1,1,2,1,1,1,1,2,1,3,3,1,1
7879,0901c_num3.png,1,3,2,2,2,1,1,1,1,2,2,2,1,2,2
7880,0766a_num1.png,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2
7881,0597b_num1.png,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2
7882,0012c_num3.png,2,2,2,2,2,1,1,2,1,4,1,3,2,1,1
7883,0021b_num3.png,2,1,2,3,2,2,1,1,1,4,2,2,2,2,2
7884,0241b_num1.png,2,1,2,2,2,2,1,1,1,4,2,3,2,2,2
7885,0520c_num2.png,2,1,1,2,2,2,1,1,1,2,1,3,4,2,2
7886,0516b_num5.png,2,1,1,2,2,2,1,1,1,2,2,3,4,2,2
7887,1314b_num1.png,2,1,2,2,2,1,1,1,1,4,2,2,2,2,2
7888,0592b_num4.png,2,2,3,2,2,2,1,1,1,2,2,3,4,2,2
7889,0181a_num5.png,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2
7890,0764a_num1.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,1
7891,0899c_num5.png,2,1,1,1,2,2,1,1,1,2,1,2,4,1,1
7892,0497b_num5.png,2,1,3,3,2,2,1,1,1,2,2,2,2,2,2
7893,0644b_num3.png,2,1,3,3,2,2,1,1,1,2,2,1,4,2,1
7894,0271b_num1.png,2,1,1,1,2,2,2,1,1,2,1,2,3,1,1
7895,1225b_num3.png,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2
7896,0259b_num4.png,2,1,2,1,2,2,1,1,1,1,2,3,2,1,2
7897,1349a_num2.png,2,1,2,1,2,2,2,1,1,2,2,3,2,2,1
7898,1533b_num2.png,2,1,1,1,2,2,2,1,1,2,1,3,2,1,1
7899,0145c_num5.png,2,1,3,2,2,2,1,1,1,4,2,2,4,1,1
7900,0539b_num2.png,1,1,1,2,2,2,2,1,1,2,1,2,3,2,2
7901,0317a_num4.png,2,2,1,2,2,2,1,1,1,3,2,3,2,2,2
7902,1036a_num3.png,2,2,1,2,2,2,1,1,1,2,2,3,3,2,2
7903,1481c_num4.png,2,2,1,1,2,2,1,1,1,2,1,3,4,1,2
7904,0713b_num1.png,2,2,3,3,2,2,1,1,1,2,2,3,2,2,2
7905,0144b_num3.png,1,2,3,3,2,1,1,2,1,4,2,2,4,2,2
7906,1125b_num2.png,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1
7907,0841a_num3.png,2,1,1,2,2,2,1,1,1,3,1,3,4,1,1
7908,1374b_num4.png,2,3,2,2,2,2,1,1,1,2,2,3,2,2,2
7909,1135b_num2.png,2,1,2,1,2,2,2,1,1,2,2,3,4,1,1
7910,0113c_num2.png,1,3,2,2,2,1,1,1,1,4,2,1,2,1,1
7911,0159c_num1.png,2,3,1,2,2,1,1,1,1,2,1,2,3,1,2
7912,0990c_num2.png,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2
7913,1115a_num4.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,1
7914,1117a_num7.png,2,3,2,2,2,2,1,1,1,2,2,2,1,2,2
7915,1292a_num7.png,2,2,1,1,2,2,1,2,1,2,1,2,3,1,1
7916,0372b_num5.png,2,2,1,1,2,2,3,1,1,1,2,3,3,1,1
7917,1524b_num1.png,2,3,2,2,2,1,1,1,1,1,2,2,1,2,2
7918,0231b_num1.png,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2
7919,0080b_num1.png,1,3,2,2,2,1,1,1,1,4,2,2,1,2,2
7920,0848a_num5.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
7921,0303a_num2.png,1,2,3,3,2,2,1,2,1,2,2,2,2,2,2
7922,1259c_num5.png,2,2,1,1,2,2,1,2,1,2,1,3,3,1,1
7923,1091c_num2.png,2,1,1,1,2,2,1,1,1,1,1,2,3,1,1
7924,0431c_num4.png,2,1,1,1,2,2,1,1,1,2,1,3,3,1,1
7925,0785c_num4.png,2,2,3,3,2,2,1,1,1,2,2,3,3,2,2
7926,1173c_num4.png,2,1,2,1,2,2,2,1,1,2,2,3,1,1,2
7927,1463b_num3.png,2,1,2,1,2,2,3,1,1,2,2,2,3,1,2
7928,1453c_num5.png,2,2,2,2,2,2,1,1,1,2,2,3,3,2,1
7929,0270b_num3.png,1,1,3,3,2,2,1,1,1,2,2,2,4,2,2
7930,0070a_num4.png,2,3,1,1,2,2,1,1,1,1,1,3,1,1,1
7931,0128a_num4.png,2,2,1,1,2,2,3,1,1,1,1,3,3,1,1
7932,0603c_num1.png,2,3,1,1,2,2,3,1,1,2,1,2,4,1,1
7933,0436a_num1.png,2,2,3,3,2,1,4,2,1,4,2,2,2,2,2
7934,0457c_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
7935,0066a_num1.png,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2
7936,1279c_num6.png,2,2,3,3,2,2,1,1,1,2,2,2,1,1,1
7937,0760b_num4.png,1,3,2,2,2,2,3,1,1,2,2,3,3,2,2
7938,1484c_num3.png,2,3,1,1,2,2,3,1,1,1,2,3,1,1,2
7939,1165c_num1.png,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2
7940,0858b_num1.png,2,2,2,1,2,2,1,1,1,3,1,3,4,1,2
7941,0278a_num3.png,2,3,3,3,2,2,1,1,1,2,2,3,2,2,1
7942,0625b_num4.png,1,2,2,2,2,2,2,1,1,4,2,2,3,2,2
7943,0427c_num4.png,2,2,2,2,2,2,1,1,1,4,2,1,2,2,2
7944,0238a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,4,2,2
7945,0478b_num5.png,2,3,1,1,2,2,3,1,1,2,2,2,2,1,2
7946,1465c_num3.png,2,1,1,1,2,2,3,1,1,1,1,3,3,1,1
7947,1150b_num4.png,2,2,2,2,2,1,2,2,1,4,2,2,2,2,1
7948,1041c_num4.png,2,2,1,1,2,2,2,1,2,2,2,2,3,2,2
7949,0137aa_num2.png,2,1,2,2,2,2,1,1,1,2,1,3,1,1,1
7950,0786a_num3.png,1,3,3,2,2,1,1,1,1,4,2,2,1,1,2
7951,0862b_num3.png,2,2,1,1,2,1,2,1,1,2,1,3,2,2,1
7952,1548b_num1.png,2,3,1,1,2,1,3,2,1,1,2,2,1,2,1
7953,1129c_num5.png,1,2,1,1,2,2,1,1,1,4,2,3,2,2,1
7954,1226b_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
7955,1294a_num1.png,1,2,2,1,2,2,3,1,1,2,2,2,4,1,2
7956,1214c_num3.png,1,3,1,2,2,1,4,2,1,2,2,1,2,1,1
7957,0198b_num3.png,2,1,1,2,2,1,1,1,1,2,2,3,2,2,2
7958,1312b_num1.png,2,2,2,2,2,2,2,1,1,4,2,3,1,2,2
7959,0950a_num1.png,2,1,1,1,2,2,1,1,1,2,2,2,4,2,2
7960,1412b_num2.png,2,3,1,1,2,2,2,2,1,1,1,3,2,1,1
7961,1203c_num1.png,1,3,3,3,1,1,1,1,1,1,2,2,1,1,2
7962,0851b_num2.png,1,1,3,3,2,2,2,2,1,1,1,3,1,1,1
7963,0413b_num2.png,2,2,2,1,2,2,3,1,1,2,2,3,2,2,2
7964,1022c_num2.png,2,3,1,1,2,2,3,1,1,1,1,1,2,1,1
7965,0197b_num2.png,2,1,2,2,2,2,1,1,2,4,2,2,2,2,2
7966,0920b_num3.png,1,2,2,2,2,2,4,2,1,1,2,2,4,2,2
7967,1250c_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
7968,0531b_num2.png,1,2,2,2,2,2,2,1,1,3,2,3,2,1,1
7969,0696a_num1.png,2,2,2,2,2,1,2,1,1,3,2,3,2,2,2
7970,0691c_num2.png,1,2,3,3,2,1,1,2,1,1,2,2,1,1,1
7971,0628c_num1.png,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2
7972,0665c_num1.png,2,2,1,1,2,2,2,1,2,2,1,3,1,1,1
7973,0644a_num1.png,2,1,3,1,2,2,1,1,1,2,2,3,4,2,2
7974,1289c_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
7975,0578a_num6.png,1,3,3,3,2,1,1,1,1,2,2,2,1,1,2
7976,1342c_num2.png,1,1,3,3,2,1,1,1,1,1,2,2,2,1,2
7977,0008a_num6.png,1,3,3,3,2,1,4,1,1,2,2,2,1,2,2
7978,1177c_num3.png,2,3,2,2,2,1,1,1,1,4,1,2,1,1,1
7979,0102a_num2.png,1,1,3,3,2,1,4,1,1,2,2,2,1,2,2
7980,1146c_num1.png,2,3,2,1,2,2,2,1,1,1,1,3,2,1,1
7981,1417a_num6.png,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2
7982,1143b_num5.png,2,2,2,2,2,2,4,1,1,2,2,3,2,2,2
7983,1488b_num3.png,2,3,1,1,2,2,3,1,1,2,2,3,3,1,2
7984,0899a_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,4,1,2
7985,0894c_num1.png,1,1,3,2,2,2,1,1,1,2,2,2,4,1,2
7986,1048b_num4.png,2,3,3,1,2,1,2,2,1,4,2,2,1,1,2
7987,0655b_num3.png,2,3,2,3,2,1,2,2,1,1,2,1,1,2,2
7988,0011a_num1.png,2,2,3,2,2,2,1,1,1,2,2,3,2,1,2
7989,1416a_num1.png,2,3,2,1,2,2,3,1,1,2,2,3,2,1,2
7990,0734c_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,4,1,2
7991,1247b_num2.png,1,2,3,3,2,2,4,1,1,2,2,2,1,1,2
7992,1209a_num1.png,2,3,1,1,2,2,2,1,1,1,1,2,2,1,1
7993,1301a_num4.png,1,3,2,2,2,1,1,1,1,1,2,2,1,1,2
7994,0871c_num1.png,1,3,3,3,2,1,1,1,1,2,2,2,1,2,2
7995,1284b_num1.png,2,2,1,1,2,1,1,1,1,2,1,3,1,1,1
7996,1167a_num3.png,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2
7997,0083b_num2.png,1,2,2,2,2,2,1,1,1,2,2,3,2,1,1
7998,0501b_num1.png,1,1,3,3,1,1,1,1,1,1,2,2,2,1,1
7999,1137b_num2.png,2,3,1,1,2,2,1,2,2,2,2,3,3,1,1
8000,0451b_num5.png,2,1,1,1,2,2,3,1,1,2,2,3,3,1,1
8001,0905c_num7.png,1,2,2,3,2,1,1,1,1,1,2,2,1,1,1
8002,1525a_num3.png,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1
8003,0791a_num1.png,1,1,3,3,2,2,1,1,1,2,2,1,4,1,2
8004,0928a_num1.png,1,1,2,2,2,2,4,2,1,1,1,2,2,1,1
8005,1253b_num5.png,1,2,3,2,2,2,1,1,1,4,2,2,2,1,2
8006,0024b_num1.png,1,1,1,1,2,2,3,1,1,1,1,3,2,1,1
8007,0423c_num1.png,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2
8008,0312b_num1.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
8009,0584a_num5.png,1,1,3,2,2,2,1,1,1,2,2,3,2,1,1
8010,0009b_num1.png,1,1,2,3,2,2,2,1,1,4,2,2,2,1,2
8011,0354b_num3.png,2,2,3,2,2,1,2,1,1,2,2,3,2,2,2
8012,0370c_num1.png,2,2,3,3,2,2,2,2,1,3,2,3,2,2,2
8013,1447c_num1.png,2,3,1,1,2,2,3,2,1,2,2,2,2,1,1
8014,0981a_num1.png,1,3,1,1,2,1,2,1,1,4,1,3,3,1,1
8015,0625b_num3.png,1,2,1,1,2,2,2,1,1,4,2,2,3,2,2
8016,0188c_num1.png,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1
8017,0854c_num2.png,1,1,1,1,2,2,2,1,1,2,1,2,3,1,1
8018,1465c_num1.png,1,1,1,2,2,2,2,1,1,1,1,2,3,1,1
8019,0633b_num1.png,2,3,2,1,2,2,2,1,1,2,1,2,3,1,1
8020,1482c_num1.png,2,2,2,2,2,1,3,2,1,2,2,3,2,1,2
8021,0801b_num4.png,1,1,3,3,1,1,1,1,1,1,2,1,1,2,2
8022,1024c_num1.png,2,3,1,1,2,2,1,2,1,2,2,3,2,1,2
8023,1182b_num1.png,2,2,2,3,2,2,1,1,1,2,1,1,4,1,1
8024,0160b_num1.png,2,3,1,1,2,2,2,1,1,3,1,3,4,1,2
8025,0050a_num6.png,1,1,1,1,2,2,1,1,1,4,1,3,1,1,1
8026,1355b_num1.png,2,3,3,3,2,1,2,1,1,2,2,2,4,2,2
8027,0204a_num1.png,1,3,2,2,2,1,3,2,1,1,2,2,1,2,2
8028,0276c_num2.png,2,1,3,3,2,1,4,2,1,2,2,2,2,2,1
8029,0813a_num2.png,2,1,1,1,2,2,2,1,1,3,2,3,4,1,1
8030,1544b_num1.png,1,1,1,1,2,2,3,1,1,3,2,3,1,1,1
8031,1149b_num2.png,1,1,2,1,2,2,3,1,1,1,1,3,1,1,1
8032,0390a_num1.png,2,1,2,2,2,1,3,1,1,2,2,3,4,2,2
8033,1272c_num3.png,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2
8034,0811b_num5.png,2,3,2,1,2,2,1,2,1,3,2,3,2,2,2
8035,1090c_num2.png,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
8036,0100b_num2.png,1,2,3,3,2,1,1,1,1,2,2,1,1,1,1
8037,0617c_num5.png,2,2,2,1,2,2,2,1,2,2,2,3,3,2,1
8038,1247c_num3.png,2,2,3,3,2,1,1,1,1,4,2,2,1,2,2
8039,0719a_num1.png,2,3,1,1,2,2,1,1,1,2,2,3,1,1,1
8040,0512c_num2.png,1,1,2,2,2,1,1,1,1,4,1,2,1,1,1
8041,1132b_num4.png,1,2,2,2,2,2,2,1,1,3,2,3,2,2,1
8042,0816a_num3.png,1,2,2,1,2,2,3,1,2,2,2,3,2,1,1
8043,0335c_num3.png,2,2,2,2,2,2,2,1,1,3,2,3,4,2,2
8044,0046c_num1.png,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2
8045,0535a_num3.png,1,2,2,2,2,2,1,1,1,4,2,3,4,2,2
8046,1427b_num3.png,2,2,3,3,2,1,2,1,1,2,2,2,2,2,2
8047,1513a_num2.png,1,2,3,2,2,2,2,1,1,2,2,2,4,2,2
8048,0496a_num1.png,2,2,1,1,2,2,3,1,2,2,2,3,4,2,2
8049,1145a_num2.png,2,2,2,2,2,2,1,1,1,1,2,2,4,2,2
8050,1219a_num1.png,2,3,1,1,2,2,2,1,1,2,2,3,3,1,1
8051,0732a_num2.png,2,2,3,2,2,2,1,1,1,2,2,2,4,2,2
8052,0466a_num1.png,2,3,1,1,2,2,3,1,1,1,1,2,4,1,1
8053,0298c_num1.png,2,3,1,1,2,2,2,1,1,1,1,3,2,1,1
8054,0629a_num3.png,1,3,3,3,2,1,1,1,1,1,2,1,1,2,2
8055,0628c_num4.png,1,2,2,2,2,2,1,1,1,2,2,3,2,2,1
8056,1012b_num2.png,2,3,1,2,2,1,3,1,1,1,2,2,4,1,1
8057,0742a_num7.png,1,2,1,1,2,2,1,1,1,1,2,3,4,1,2
8058,1400b_num1.png,2,2,2,2,2,2,1,2,1,2,1,3,3,1,1
8059,1158b_num3.png,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1
8060,0978b_num1.png,1,3,3,2,2,2,4,1,1,3,2,3,2,1,1
8061,0166c_num3.png,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1
8062,1424b_num5.png,2,3,1,1,2,2,1,1,1,1,2,3,3,1,2
8063,0334c_num2.png,2,2,1,2,2,2,1,1,2,2,1,2,3,1,2
8064,0385a_num2.png,2,3,1,1,2,2,3,1,1,2,1,3,4,1,1
8065,1061c_num3.png,1,3,3,3,2,2,2,2,1,2,2,2,4,1,1
8066,1130b_num1.png,1,2,3,3,2,2,1,1,1,2,2,2,1,2,2
8067,1014b_num1.png,2,3,2,2,2,1,1,1,1,4,2,1,2,1,1
8068,0700c_num3.png,1,3,3,3,2,2,1,1,1,2,2,1,2,1,2
8069,0665a_num2.png,1,3,1,1,2,2,3,1,1,1,2,3,1,1,1
8070,0281a_num2.png,1,1,3,3,2,2,1,1,1,2,2,3,3,2,2
